token_id,ipu_start_time,ipu_end_time,task_start_time,task_end_time,task,duration,session_channel,session_channel_task,session_task,channel,task_describer,task_target,task_score,corpus,speaker,speaker_gender,session_number,words_count,phones_count,words_by_second,phones_by_second
s01.task.1.t0.0.4100.tf.1.2239,0.41,1.2239,0.046,42.061,1,0.8139,01_A,01_A_1,01_1,A,A,mime,99,uba,101,f,01,2,9.0,2.4573,11.0577
s01.task.1.t0.1.5400.tf.2.1817,1.54,2.1817,0.046,42.061,1,0.6417,01_A,01_A_1,01_1,A,A,mime,99,uba,101,f,01,2,6.0,3.1169,9.3508
s01.task.1.t0.3.3300.tf.4.3400,3.33,4.34,0.046,42.061,1,1.01,01_A,01_A_1,01_1,A,A,mime,99,uba,101,f,01,2,13.0,1.9802,12.8713
s01.task.1.t0.4.6942.tf.6.0122,4.6942,6.0122,0.046,42.061,1,1.318,01_A,01_A_1,01_1,A,A,mime,99,uba,101,f,01,4,17.0,3.0349,12.8982
s01.task.1.t0.6.3300.tf.10.3522,6.33,10.3522,0.046,42.061,1,4.0222,01_A,01_A_1,01_1,A,A,mime,99,uba,101,f,01,12,44.0,2.9834,10.9392
s01.task.1.t0.11.8796.tf.12.2168,11.8796,12.2168,0.046,42.061,1,0.3372,01_A,01_A_1,01_1,A,A,mime,99,uba,101,f,01,1,5.0,2.9654,14.8268
s01.task.1.t0.20.0584.tf.20.4684,20.0584,20.4684,0.046,42.061,1,0.41,01_A,01_A_1,01_1,A,A,mime,99,uba,101,f,01,1,4.0,2.439,9.7561
s01.task.1.t0.22.9760.tf.23.2080,22.976,23.208,0.046,42.061,1,0.232,01_A,01_A_1,01_1,A,A,mime,99,uba,101,f,01,1,2.0,4.3101,8.6203
s01.task.1.t0.23.3523.tf.24.6072,23.3523,24.6072,0.046,42.061,1,1.2549,01_A,01_A_1,01_1,A,A,mime,99,uba,101,f,01,5,22.0,3.9844,17.5312
s01.task.1.t0.25.6031.tf.26.6289,25.6031,26.6289,0.046,42.061,1,1.0258,01_A,01_A_1,01_1,A,A,mime,99,uba,101,f,01,5,18.0,4.8744,17.5478
s01.task.1.t0.33.4844.tf.33.7510,33.4844,33.751,0.046,42.061,1,0.2666,01_A,01_A_1,01_1,A,A,mime,99,uba,101,f,01,1,2.0,3.7506,7.5013
s01.task.2.t0.51.1697.tf.51.5666,51.1697,51.5666,45.468,77.235284,2,0.3969,01_A,01_A_2,01_2,A,B,lawnmower,98,uba,101,f,01,1,4.0,2.5193,10.077
s01.task.2.t0.53.0746.tf.53.3346,53.0746,53.3346,45.468,77.235284,2,0.26,01_A,01_A_2,01_2,A,B,lawnmower,98,uba,101,f,01,1,2.0,3.8462,7.6923
s01.task.2.t0.55.3504.tf.55.6304,55.3504,55.6304,45.468,77.235284,2,0.28,01_A,01_A_2,01_2,A,B,lawnmower,98,uba,101,f,01,1,2.0,3.5714,7.1429
s01.task.2.t0.56.9404.tf.57.8328,56.9404,57.8328,45.468,77.235284,2,0.8925,01_A,01_A_2,01_2,A,B,lawnmower,98,uba,101,f,01,2,12.0,2.241,13.4459
s01.task.2.t0.61.7997.tf.62.0726,61.7997,62.0726,45.468,77.235284,2,0.2729,01_A,01_A_2,01_2,A,B,lawnmower,98,uba,101,f,01,1,2.0,3.6642,7.3283
s01.task.2.t0.72.9093.tf.73.8093,72.9093,73.8093,45.468,77.235284,2,0.9,01_A,01_A_2,01_2,A,B,lawnmower,98,uba,101,f,01,3,12.0,3.3333,13.3333
s01.task.2.t0.74.4193.tf.76.5237,74.4193,76.5237,45.468,77.235284,2,2.1045,01_A,01_A_2,01_2,A,B,lawnmower,98,uba,101,f,01,8,30.0,3.8015,14.2555
s01.task.3.t0.82.2563.tf.83.4149,82.2563,83.4149,80.365,118.133,3,1.1585,01_A,01_A_3,01_3,A,A,ear,98,uba,101,f,01,4,12.0,3.4526,10.3578
s01.task.3.t0.83.5658.tf.83.8885,83.5658,83.8885,80.365,118.133,3,0.3228,01_A,01_A_3,01_3,A,A,ear,98,uba,101,f,01,2,7.0,6.1964,21.6873
s01.task.3.t0.84.6409.tf.85.1652,84.6409,85.1652,80.365,118.133,3,0.5243,01_A,01_A_3,01_3,A,A,ear,98,uba,101,f,01,2,7.0,3.8143,13.35
s01.task.3.t0.86.3267.tf.86.6853,86.3267,86.6853,80.365,118.133,3,0.3586,01_A,01_A_3,01_3,A,A,ear,98,uba,101,f,01,2,5.0,5.5778,13.9444
s01.task.3.t0.87.4863.tf.88.7763,87.4863,88.7763,80.365,118.133,3,1.29,01_A,01_A_3,01_3,A,A,ear,98,uba,101,f,01,5,17.0,3.876,13.1783
s01.task.3.t0.89.1920.tf.90.0827,89.192,90.0827,80.365,118.133,3,0.8907,01_A,01_A_3,01_3,A,A,ear,98,uba,101,f,01,6,20.0,6.736,22.4534
s01.task.3.t0.90.3451.tf.91.4263,90.3451,91.4263,80.365,118.133,3,1.0812,01_A,01_A_3,01_3,A,A,ear,98,uba,101,f,01,3,18.0,2.7747,16.6484
s01.task.3.t0.92.7325.tf.93.5204,92.7325,93.5204,80.365,118.133,3,0.7878,01_A,01_A_3,01_3,A,A,ear,98,uba,101,f,01,3,13.0,3.8079,16.501
s01.task.3.t0.94.3357.tf.95.1787,94.3357,95.1787,80.365,118.133,3,0.8429,01_A,01_A_3,01_3,A,A,ear,98,uba,101,f,01,5,14.0,5.9316,16.6086
s01.task.3.t0.95.2301.tf.97.8185,95.2301,97.8185,80.365,118.133,3,2.5884,01_A,01_A_3,01_3,A,A,ear,98,uba,101,f,01,8,42.0,3.0907,16.2263
s01.task.3.t0.100.0591.tf.100.3564,100.0591,100.3564,80.365,118.133,3,0.2973,01_A,01_A_3,01_3,A,A,ear,98,uba,101,f,01,1,5.0,3.364,16.82
s01.task.3.t0.102.7948.tf.103.5207,102.7948,103.5207,80.365,118.133,3,0.7259,01_A,01_A_3,01_3,A,A,ear,98,uba,101,f,01,2,8.0,2.7551,11.0204
s01.task.4.t0.123.6242.tf.124.0192,123.6242,124.0192,122.260354,175.092,4,0.395,01_A,01_A_4,01_4,A,B,nail,99,uba,101,f,01,1,2.0,2.5314,5.0629
s01.task.4.t0.126.0319.tf.126.3819,126.0319,126.3819,122.260354,175.092,4,0.35,01_A,01_A_4,01_4,A,B,nail,99,uba,101,f,01,1,2.0,2.8571,5.7143
s01.task.4.t0.129.1422.tf.129.6368,129.1422,129.6368,122.260354,175.092,4,0.4946,01_A,01_A_4,01_4,A,B,nail,99,uba,101,f,01,1,6.0,2.022,12.1318
s01.task.4.t0.130.7711.tf.131.1439,130.7711,131.1439,122.260354,175.092,4,0.3728,01_A,01_A_4,01_4,A,B,nail,99,uba,101,f,01,2,6.0,5.3648,16.0943
s01.task.4.t0.132.4273.tf.133.3583,132.4273,133.3583,122.260354,175.092,4,0.931,01_A,01_A_4,01_4,A,B,nail,99,uba,101,f,01,3,9.0,3.2224,9.6671
s01.task.4.t0.144.5479.tf.145.0987,144.5479,145.0987,122.260354,175.092,4,0.5508,01_A,01_A_4,01_4,A,B,nail,99,uba,101,f,01,1,2.0,1.8156,3.6312
s01.task.4.t0.154.3218.tf.154.7418,154.3218,154.7418,122.260354,175.092,4,0.42,01_A,01_A_4,01_4,A,B,nail,99,uba,101,f,01,1,2.0,2.3809,4.7619
s01.task.4.t0.162.3094.tf.162.8294,162.3094,162.8294,122.260354,175.092,4,0.52,01_A,01_A_4,01_4,A,B,nail,99,uba,101,f,01,3,9.0,5.7692,17.3077
s01.task.4.t0.170.4418.tf.171.3894,170.4418,171.3894,122.260354,175.092,4,0.9476,01_A,01_A_4,01_4,A,B,nail,99,uba,101,f,01,5,19.0,5.2766,20.0511
s01.task.4.t0.173.7477.tf.174.0798,173.7477,174.0798,122.260354,175.092,4,0.3321,01_A,01_A_4,01_4,A,B,nail,99,uba,101,f,01,1,5.0,3.011,15.0549
s01.task.5.t0.180.2291.tf.180.7971,180.2291,180.7971,178.795,229.93,5,0.568,01_A,01_A_5,01_5,A,A,bluelion,91,uba,101,f,01,1,2.0,1.7604,3.5208
s01.task.5.t0.181.4604.tf.181.9149,181.4604,181.9149,178.795,229.93,5,0.4545,01_A,01_A_5,01_5,A,A,bluelion,91,uba,101,f,01,2,6.0,4.4002,13.2006
s01.task.5.t0.183.3601.tf.183.6801,183.3601,183.6801,178.795,229.93,5,0.32,01_A,01_A_5,01_5,A,A,bluelion,91,uba,101,f,01,1,2.0,3.125,6.25
s01.task.5.t0.184.5979.tf.185.2701,184.5979,185.2701,178.795,229.93,5,0.6721,01_A,01_A_5,01_5,A,A,bluelion,91,uba,101,f,01,2,8.0,2.9755,11.9021
s01.task.5.t0.185.3953.tf.187.1845,185.3953,187.1845,178.795,229.93,5,1.7892,01_A,01_A_5,01_5,A,A,bluelion,91,uba,101,f,01,5,19.0,2.7946,10.6194
s01.task.5.t0.188.2077.tf.189.4801,188.2077,189.4801,178.795,229.93,5,1.2723,01_A,01_A_5,01_5,A,A,bluelion,91,uba,101,f,01,6,20.0,4.7158,15.7193
s01.task.5.t0.190.2401.tf.193.7501,190.2401,193.7501,178.795,229.93,5,3.51,01_A,01_A_5,01_5,A,A,bluelion,91,uba,101,f,01,14,51.0,3.9886,14.5299
s01.task.5.t0.195.3809.tf.196.0283,195.3809,196.0283,178.795,229.93,5,0.6474,01_A,01_A_5,01_5,A,A,bluelion,91,uba,101,f,01,2,8.0,3.0893,12.3573
s01.task.5.t0.196.1510.tf.198.0501,196.151,198.0501,178.795,229.93,5,1.899,01_A,01_A_5,01_5,A,A,bluelion,91,uba,101,f,01,6,25.0,3.1595,13.1646
s01.task.5.t0.198.3701.tf.199.0801,198.3701,199.0801,178.795,229.93,5,0.71,01_A,01_A_5,01_5,A,A,bluelion,91,uba,101,f,01,2,11.0,2.8169,15.493
s01.task.5.t0.199.9439.tf.201.4701,199.9439,201.4701,178.795,229.93,5,1.5261,01_A,01_A_5,01_5,A,A,bluelion,91,uba,101,f,01,7,20.0,4.5868,13.1051
s01.task.5.t0.202.7901.tf.204.3527,202.7901,204.3527,178.795,229.93,5,1.5626,01_A,01_A_5,01_5,A,A,bluelion,91,uba,101,f,01,10,37.0,6.3995,23.6783
s01.task.5.t0.216.7824.tf.217.7524,216.7824,217.7524,178.795,229.93,5,0.97,01_A,01_A_5,01_5,A,A,bluelion,91,uba,101,f,01,4,10.0,4.1237,10.3093
s01.task.5.t0.218.3424.tf.218.7824,218.3424,218.7824,178.795,229.93,5,0.44,01_A,01_A_5,01_5,A,A,bluelion,91,uba,101,f,01,1,10.0,2.2727,22.7273
s01.task.5.t0.218.8671.tf.219.8728,218.8671,219.8728,178.795,229.93,5,1.0056,01_A,01_A_5,01_5,A,A,bluelion,91,uba,101,f,01,5,23.0,4.9721,22.8714
s01.task.5.t0.222.2992.tf.222.6136,222.2992,222.6136,178.795,229.93,5,0.3143,01_A,01_A_5,01_5,A,A,bluelion,91,uba,101,f,01,1,6.0,3.1815,19.0889
s01.task.6.t0.252.3551.tf.252.7369,252.3551,252.7369,251.99649,296.68,6,0.3818,01_A,01_A_6,01_6,A,B,yellowmoon,97,uba,101,f,01,1,6.0,2.619,15.7141
s01.task.6.t0.253.5854.tf.254.6787,253.5854,254.6787,251.99649,296.68,6,1.0933,01_A,01_A_6,01_6,A,B,yellowmoon,97,uba,101,f,01,1,2.0,0.9147,1.8293
s01.task.6.t0.255.6771.tf.256.2471,255.6771,256.2471,251.99649,296.68,6,0.57,01_A,01_A_6,01_6,A,B,yellowmoon,97,uba,101,f,01,1,7.0,1.7544,12.2807
s01.task.6.t0.256.8071.tf.257.0594,256.8071,257.0594,251.99649,296.68,6,0.2522,01_A,01_A_6,01_6,A,B,yellowmoon,97,uba,101,f,01,1,2.0,3.9644,7.9289
s01.task.6.t0.257.2071.tf.257.5771,257.2071,257.5771,251.99649,296.68,6,0.37,01_A,01_A_6,01_6,A,B,yellowmoon,97,uba,101,f,01,1,7.0,2.7027,18.9189
s01.task.6.t0.262.1214.tf.263.9383,262.1214,263.9383,251.99649,296.68,6,1.8169,01_A,01_A_6,01_6,A,B,yellowmoon,97,uba,101,f,01,10,32.0,5.5039,17.6126
s01.task.6.t0.281.7363.tf.282.0761,281.7363,282.0761,251.99649,296.68,6,0.3397,01_A,01_A_6,01_6,A,B,yellowmoon,97,uba,101,f,01,1,4.0,2.9434,11.7736
s01.task.6.t0.289.6192.tf.290.0092,289.6192,290.0092,251.99649,296.68,6,0.39,01_A,01_A_6,01_6,A,B,yellowmoon,97,uba,101,f,01,1,2.0,2.5641,5.1282
s01.task.6.t0.292.4163.tf.292.9085,292.4163,292.9085,251.99649,296.68,6,0.4922,01_A,01_A_6,01_6,A,B,yellowmoon,97,uba,101,f,01,1,7.0,2.0317,14.2221
s01.task.7.t0.301.7943.tf.302.0821,301.7943,302.0821,299.711,340.119,7,0.2878,01_A,01_A_7,01_7,A,A,bluemoon,98,uba,101,f,01,1,5.0,3.4748,17.374
s01.task.7.t0.302.3977.tf.303.6403,302.3977,303.6403,299.711,340.119,7,1.2426,01_A,01_A_7,01_7,A,A,bluemoon,98,uba,101,f,01,5,17.0,4.0239,13.6813
s01.task.7.t0.304.8386.tf.305.2886,304.8386,305.2886,299.711,340.119,7,0.45,01_A,01_A_7,01_7,A,A,bluemoon,98,uba,101,f,01,1,4.0,2.2222,8.8889
s01.task.7.t0.305.6727.tf.306.5486,305.6727,306.5486,299.711,340.119,7,0.8759,01_A,01_A_7,01_7,A,A,bluemoon,98,uba,101,f,01,2,6.0,2.2834,6.8501
s01.task.7.t0.306.7790.tf.309.5510,306.779,309.551,299.711,340.119,7,2.772,01_A,01_A_7,01_7,A,A,bluemoon,98,uba,101,f,01,11,41.0,3.9683,14.7908
s01.task.7.t0.311.1383.tf.312.2286,311.1383,312.2286,299.711,340.119,7,1.0903,01_A,01_A_7,01_7,A,A,bluemoon,98,uba,101,f,01,3,14.0,2.7515,12.8403
s01.task.7.t0.312.8750.tf.313.1486,312.875,313.1486,299.711,340.119,7,0.2736,01_A,01_A_7,01_7,A,A,bluemoon,98,uba,101,f,01,1,2.0,3.6546,7.3091
s01.task.7.t0.313.2386.tf.313.9986,313.2386,313.9986,299.711,340.119,7,0.76,01_A,01_A_7,01_7,A,A,bluemoon,98,uba,101,f,01,2,14.0,2.6316,18.4211
s01.task.7.t0.319.9906.tf.320.4783,319.9906,320.4783,299.711,340.119,7,0.4877,01_A,01_A_7,01_7,A,A,bluemoon,98,uba,101,f,01,2,4.0,4.1009,8.2017
s01.task.7.t0.325.6365.tf.326.7149,325.6365,326.7149,299.711,340.119,7,1.0784,01_A,01_A_7,01_7,A,A,bluemoon,98,uba,101,f,01,4,16.0,3.7091,14.8364
s01.task.7.t0.326.8437.tf.329.9108,326.8437,329.9108,299.711,340.119,7,3.067,01_A,01_A_7,01_7,A,A,bluemoon,98,uba,101,f,01,12,47.0,3.9126,15.3244
s01.task.7.t0.331.2304.tf.331.5266,331.2304,331.5266,299.711,340.119,7,0.2962,01_A,01_A_7,01_7,A,A,bluemoon,98,uba,101,f,01,1,2.0,3.376,6.752
s01.task.7.t0.331.9343.tf.333.9779,331.9343,333.9779,299.711,340.119,7,2.0436,01_A,01_A_7,01_7,A,A,bluemoon,98,uba,101,f,01,6,27.0,2.936,13.212
s01.task.7.t0.334.4772.tf.334.8579,334.4772,334.8579,299.711,340.119,7,0.3808,01_A,01_A_7,01_7,A,A,bluemoon,98,uba,101,f,01,1,7.0,2.6263,18.3843
s01.task.7.t0.336.2279.tf.336.6879,336.2279,336.6879,299.711,340.119,7,0.46,01_A,01_A_7,01_7,A,A,bluemoon,98,uba,101,f,01,1,7.0,2.1739,15.2174
s01.task.8.t0.346.7165.tf.347.1148,346.7165,347.1148,342.507,378.978905,8,0.3983,01_A,01_A_8,01_8,A,B,lemon,99,uba,101,f,01,1,2.0,2.5109,5.0218
s01.task.8.t0.349.4027.tf.349.9173,349.4027,349.9173,342.507,378.978905,8,0.5145,01_A,01_A_8,01_8,A,B,lemon,99,uba,101,f,01,2,11.0,3.8871,21.3791
s01.task.8.t0.353.3995.tf.354.6095,353.3995,354.6095,342.507,378.978905,8,1.21,01_A,01_A_8,01_8,A,B,lemon,99,uba,101,f,01,5,21.0,4.1322,17.3554
s01.task.8.t0.361.0721.tf.361.6321,361.0721,361.6321,342.507,378.978905,8,0.56,01_A,01_A_8,01_8,A,B,lemon,99,uba,101,f,01,1,8.0,1.7857,14.2857
s01.task.8.t0.363.0454.tf.363.5055,363.0454,363.5055,342.507,378.978905,8,0.46,01_A,01_A_8,01_8,A,B,lemon,99,uba,101,f,01,3,9.0,6.521,19.5631
s01.task.8.t0.376.7106.tf.377.0606,376.7106,377.0606,342.507,378.978905,8,0.35,01_A,01_A_8,01_8,A,B,lemon,99,uba,101,f,01,1,4.0,2.8571,11.4285
s01.task.8.t0.378.4301.tf.378.7100,378.4301,378.71,342.507,378.978905,8,0.2799,01_A,01_A_8,01_8,A,B,lemon,99,uba,101,f,01,2,5.0,7.1443,17.8607
s01.task.9.t0.384.9818.tf.385.6595,384.9818,385.6595,383.36,480.726736,9,0.6776,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,1,2.0,1.4757,2.9514
s01.task.9.t0.388.1570.tf.388.8307,388.157,388.8307,383.36,480.726736,9,0.6737,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,2,5.0,2.9686,7.4215
s01.task.9.t0.389.8090.tf.391.0570,389.809,391.057,383.36,480.726736,9,1.248,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,5,21.0,4.0065,16.8272
s01.task.9.t0.392.2857.tf.392.7065,392.2857,392.7065,383.36,480.726736,9,0.4208,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,1,6.0,2.3766,14.2594
s01.task.9.t0.392.9970.tf.393.2469,392.997,393.2469,383.36,480.726736,9,0.2499,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,1,2.0,4.0017,8.0034
s01.task.9.t0.393.7968.tf.395.0081,393.7968,395.0081,383.36,480.726736,9,1.2113,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,2,8.0,1.6511,6.6045
s01.task.9.t0.395.5070.tf.395.7470,395.507,395.747,383.36,480.726736,9,0.24,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,1,1.0,4.1667,4.1667
s01.task.9.t0.395.9870.tf.399.4339,395.987,399.4339,383.36,480.726736,9,3.4469,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,10,39.0,2.9012,11.3147
s01.task.9.t0.400.1119.tf.400.9635,400.1119,400.9635,383.36,480.726736,9,0.8516,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,5,19.0,5.8714,22.3112
s01.task.9.t0.401.4105.tf.402.2383,401.4105,402.2383,383.36,480.726736,9,0.8278,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,2,11.0,2.4161,13.2886
s01.task.9.t0.403.1370.tf.405.3748,403.137,405.3748,383.36,480.726736,9,2.2378,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,9,46.0,4.0218,20.5561
s01.task.9.t0.405.5370.tf.405.9030,405.537,405.903,383.36,480.726736,9,0.366,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,2,7.0,5.4643,19.125
s01.task.9.t0.405.9770.tf.406.9041,405.977,406.9041,383.36,480.726736,9,0.9271,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,5,18.0,5.3931,19.4152
s01.task.9.t0.409.0506.tf.409.3426,409.0506,409.3426,383.36,480.726736,9,0.292,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,1,5.0,3.4244,17.1221
s01.task.9.t0.410.3106.tf.411.8533,410.3106,411.8533,383.36,480.726736,9,1.5426,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,7,32.0,4.5377,20.7436
s01.task.9.t0.412.3441.tf.414.1006,412.3441,414.1006,383.36,480.726736,9,1.7565,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,7,35.0,3.9852,19.9259
s01.task.9.t0.417.4887.tf.418.2487,417.4887,418.2487,383.36,480.726736,9,0.76,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,3,13.0,3.9474,17.1053
s01.task.9.t0.418.3188.tf.420.7188,418.3188,420.7188,383.36,480.726736,9,2.4,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,9,29.0,3.75,12.0833
s01.task.9.t0.421.1488.tf.421.8087,421.1488,421.8087,383.36,480.726736,9,0.66,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,2,10.0,3.0303,15.1515
s01.task.9.t0.425.0607.tf.427.6356,425.0607,427.6356,383.36,480.726736,9,2.5749,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,9,24.0,3.4953,9.3208
s01.task.9.t0.432.0438.tf.435.8001,432.0438,435.8001,383.36,480.726736,9,3.7563,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,17,59.0,4.5257,15.7069
s01.task.9.t0.442.0380.tf.442.4832,442.038,442.4832,383.36,480.726736,9,0.4452,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,1,2.0,2.2461,4.4923
s01.task.9.t0.443.0219.tf.445.5313,443.0219,445.5313,383.36,480.726736,9,2.5094,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,11,43.0,4.3836,17.1358
s01.task.9.t0.446.3141.tf.446.8041,446.3141,446.8041,383.36,480.726736,9,0.49,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,1,6.0,2.0408,12.2449
s01.task.9.t0.447.2425.tf.449.3941,447.2425,449.3941,383.36,480.726736,9,2.1516,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,8,22.0,3.7181,10.2249
s01.task.9.t0.449.9070.tf.452.2541,449.907,452.2541,383.36,480.726736,9,2.3471,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,8,29.0,3.4085,12.3558
s01.task.9.t0.452.6245.tf.456.2543,452.6245,456.2543,383.36,480.726736,9,3.6299,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,15,49.0,4.1324,13.4991
s01.task.9.t0.470.5847.tf.472.1905,470.5847,472.1905,383.36,480.726736,9,1.6057,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,7,16.0,4.3594,9.9643
s01.task.9.t0.472.3064.tf.473.0542,472.3064,473.0542,383.36,480.726736,9,0.7479,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,4,16.0,5.3486,21.3946
s01.task.9.t0.476.9400.tf.477.8355,476.94,477.8355,383.36,480.726736,9,0.8955,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,3,12.0,3.35,13.3999
s01.task.9.t0.478.3200.tf.479.1400,478.32,479.14,383.36,480.726736,9,0.82,01_A,01_A_9,01_9,A,A,eye,98,uba,101,f,01,2,14.0,2.439,17.0732
s01.task.10.t0.482.5901.tf.483.4525,482.5901,483.4525,482.322,566.29938,10,0.8624,01_A,01_A_10,01_10,A,B,mirror,97,uba,101,f,01,3,16.0,3.4786,18.5526
s01.task.10.t0.489.5119.tf.489.6990,489.5119,489.699,482.322,566.29938,10,0.1871,01_A,01_A_10,01_10,A,B,mirror,97,uba,101,f,01,1,4.0,5.3435,21.3738
s01.task.10.t0.493.2212.tf.495.4912,493.2212,495.4912,482.322,566.29938,10,2.27,01_A,01_A_10,01_10,A,B,mirror,97,uba,101,f,01,12,48.0,5.2863,21.1454
s01.task.10.t0.510.3027.tf.510.5971,510.3027,510.5971,482.322,566.29938,10,0.2944,01_A,01_A_10,01_10,A,B,mirror,97,uba,101,f,01,1,4.0,3.3967,13.5869
s01.task.10.t0.520.0624.tf.520.4924,520.0624,520.4924,482.322,566.29938,10,0.43,01_A,01_A_10,01_10,A,B,mirror,97,uba,101,f,01,1,2.0,2.3256,4.6512
s01.task.10.t0.521.7149.tf.521.8725,521.7149,521.8725,482.322,566.29938,10,0.1576,01_A,01_A_10,01_10,A,B,mirror,97,uba,101,f,01,1,2.0,6.3453,12.6907
s01.task.10.t0.522.5963.tf.523.1964,522.5963,523.1964,482.322,566.29938,10,0.6001,01_A,01_A_10,01_10,A,B,mirror,97,uba,101,f,01,4,8.0,6.6655,13.331
s01.task.10.t0.525.6053.tf.525.8752,525.6053,525.8752,482.322,566.29938,10,0.2699,01_A,01_A_10,01_10,A,B,mirror,97,uba,101,f,01,1,2.0,3.7053,7.4106
s01.task.10.t0.537.6123.tf.537.9303,537.6123,537.9303,482.322,566.29938,10,0.3181,01_A,01_A_10,01_10,A,B,mirror,97,uba,101,f,01,1,5.0,3.1437,15.7184
s01.task.10.t0.548.3318.tf.549.1000,548.3318,549.1,482.322,566.29938,10,0.7683,01_A,01_A_10,01_10,A,B,mirror,97,uba,101,f,01,4,8.0,5.2064,10.4128
s01.task.10.t0.557.7663.tf.558.5149,557.7663,558.5149,482.322,566.29938,10,0.7486,01_A,01_A_10,01_10,A,B,mirror,97,uba,101,f,01,2,7.0,2.6717,9.351
s01.task.10.t0.559.6367.tf.560.1263,559.6367,560.1263,482.322,566.29938,10,0.4896,01_A,01_A_10,01_10,A,B,mirror,97,uba,101,f,01,1,5.0,2.0424,10.2122
s01.task.10.t0.560.7651.tf.561.7936,560.7651,561.7936,482.322,566.29938,10,1.0285,01_A,01_A_10,01_10,A,B,mirror,97,uba,101,f,01,6,27.0,5.8339,26.2524
s01.task.10.t0.565.8577.tf.566.0034,565.8577,566.0034,482.322,566.29938,10,0.1458,01_A,01_A_10,01_10,A,B,mirror,97,uba,101,f,01,1,4.0,6.8598,27.4392
s01.task.11.t0.575.5390.tf.576.2816,575.539,576.2816,572.8,616.323,11,0.7425,01_A,01_A_11,01_11,A,A,lime,97,uba,101,f,01,2,7.0,2.6935,9.4272
s01.task.11.t0.577.6962.tf.578.0400,577.6962,578.04,572.8,616.323,11,0.3437,01_A,01_A_11,01_11,A,A,lime,97,uba,101,f,01,1,5.0,2.9092,14.546
s01.task.11.t0.578.1188.tf.578.6545,578.1188,578.6545,572.8,616.323,11,0.5358,01_A,01_A_11,01_11,A,A,lime,97,uba,101,f,01,1,4.0,1.8665,7.466
s01.task.11.t0.579.1002.tf.579.7418,579.1002,579.7418,572.8,616.323,11,0.6416,01_A,01_A_11,01_11,A,A,lime,97,uba,101,f,01,1,5.0,1.5587,7.7933
s01.task.11.t0.580.1516.tf.582.4365,580.1516,582.4365,572.8,616.323,11,2.2849,01_A,01_A_11,01_11,A,A,lime,97,uba,101,f,01,11,37.0,4.8143,16.1935
s01.task.11.t0.582.8186.tf.584.0008,582.8186,584.0008,572.8,616.323,11,1.1822,01_A,01_A_11,01_11,A,A,lime,97,uba,101,f,01,6,22.0,5.0754,18.6097
s01.task.11.t0.584.5936.tf.584.7788,584.5936,584.7788,572.8,616.323,11,0.1852,01_A,01_A_11,01_11,A,A,lime,97,uba,101,f,01,1,2.0,5.4003,10.8006
s01.task.11.t0.584.8300.tf.585.4124,584.83,585.4124,572.8,616.323,11,0.5824,01_A,01_A_11,01_11,A,A,lime,97,uba,101,f,01,3,10.0,5.151,17.17
s01.task.11.t0.585.8020.tf.586.0979,585.802,586.0979,572.8,616.323,11,0.2958,01_A,01_A_11,01_11,A,A,lime,97,uba,101,f,01,1,3.0,3.3802,10.1405
s01.task.11.t0.586.2207.tf.588.4218,586.2207,588.4218,572.8,616.323,11,2.2011,01_A,01_A_11,01_11,A,A,lime,97,uba,101,f,01,7,23.0,3.1802,10.4493
s01.task.11.t0.589.7418.tf.590.1718,589.7418,590.1718,572.8,616.323,11,0.43,01_A,01_A_11,01_11,A,A,lime,97,uba,101,f,01,1,5.0,2.3256,11.6279
